,label,text
527,ham,yes how pretty lady like single
528,spam,you recieve tone within next hrs for term condition please see Channel U Teletext Pg
529,ham,Jay say you re doublefaggot
530,spam,PRIVATE your Account Statement show unredeemed SIM point Call Identifier Code expire
531,ham,what Todaysundaysunday holidayso no work
532,ham,gudnitetcpractice go
533,ham,Ill late
534,ham,I ve not call this hoping lr malaria know miss guy I miss Bani big pls give love especially have great day
535,ham,good afternoon love how go day I hope maybe get lead job I think boytoy send passionate kiss across sea
536,ham,probably go to see later tonight lt
537,ham,or maybe fat finger press button do not know
538,ham,Ummmmmaah many many happy return day dear sweet heart HAPPY BIRTHDAY dear
539,ham,I tirupur da start office call
540,spam,wwwapplausestorecom MonthlySubscriptionpmsg maxmonth TCsC web age stop txt stop
541,ham,a famous quote develop ability listen anything unconditionally without lose temper self confidence mean marry
542,ham,but go college pa what else ill come self Pa
543,ham,oclock mine just bash flat plan
544,ham,this girl not stay bed this girl do not need recovery time I d rather pass fun coope bed
545,ham,then special
546,ham,I know need get hotel I get invitation apologise Cali sweet come english bloke weddin
547,ham,Sorry take long omw
548,ham,wait ltgt min
549,ham,ok give minute I think I see btw you re alibi you cut hair whole time
550,ham,imagine finally get sink bath I put pace maybe even eat I leave but also imagine feel cage cock surround bath water remind always own Enjoy cuck
551,ham,hurry I ve weeddeficient like three day
552,ham,sure I get acknowledgement astoundingly tactless generally faggy demand blood oath fo
553,ham,ok every night take warm bath drink cup milk you ll see work magic you still need loose weight just know
554,ham,IÛ÷ll look fry pan case itû÷s cheap book perhaps no thatû÷s silly fry pan isnÛ÷t likely book
555,ham,o well uv cause mutation Sunscreen like essential theseday
556,ham,having lunchyou not onlinewhy
557,ham,I know friend already tell
558,ham,hi Princess thank pic you pretty how
559,ham,Aiyo U always c ex one I dunno abt mei reply First time u reply fast Y lucky not workin huh got bao ur sugardad ahgee
560,ham,hi msg meim office
561,ham,Thanx e brownie v nice
562,ham,geeeee I love much I barely stand
563,spam,gent we try contact last weekend draw show å£ prize GUARANTEED Call Claim Code K Valid hrs ppm
564,ham,fuck babe I miss already know can not let send money towards net I need I want I crave
565,ham,Ill call u mrw ninish address icky american freek will not stop callin bad Jen k eh
566,ham,oooh bed ride ey what you think
567,ham,so anyways go gym whatever love smile I hope ok good day babe I miss much already
568,ham,love daddy make scream pleasure I go slap ass dick
569,ham,wot U WANNA do then MISSY
570,ham,Yar lor wait mum finish sch lunch lor I whole morning stay home clean room room quite clean Hee
571,ham,do know lab goggle go
572,ham,can open door
573,ham,wait call
574,ham,Nope wait sch daddy
575,spam,you cash prize to claim call
576,ham,I m tired argue week week do want ill
577,ham,ÌÏ wait sch finish ard
578,spam,mobile number å£ claim call we back ring claim hot line
579,ham,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin Bite bite
580,ham,huh early then Ì dinner outside izzit
581,ham,ok anyway no need change say
582,spam,we try contact reply offer min textand new video phone call reply free delivery tomorrow
583,ham,exwife not able kid do want kid one day
584,ham,so how s scotland Hope not show JJC tendency take care live dream
585,ham,tell u headache want use hour sick time
586,ham,I dun thk ill quit yet Hmmm go jazz Yogasana oso we go meet em lesson den
587,ham,Pete please ring meive hardly gotany credit
588,ham,ya srsly well yi tho
589,ham,I m meet call later
590,spam,for ur chance win å£ wkly shopping spree TXT SHOP TsCs wwwtxtshopcom custcare xpwk
591,spam,you specially select receive pound award Call before line close cost ppm tc apply AG Promo
592,spam,PRIVATE your Account Statement show unredeemed S I M point Call Identifier Code expire
593,ham,you still grand prix
594,ham,I meet strange choose friend as long world stand friendship never end Lets Friends forever Gud nitz
595,ham,I great how
596,ham,Gud mrng dear nice day
597,spam,you important customer service announcement Call freephone
598,ham,will be exhaust train morning too much wine pie you sleep well
599,ham,I m go buy mum present ar
600,ham,mind blastin no Tsunamis occur Rajnikant stop swim indian oceand
601,ham,if u send home first ok lor I m not ready yet
602,ham,speak cash yet
603,ham,be happy I come noon
604,ham,meet lunch la
605,ham,TaKe CaRE n get well soon
606,spam,XCLUSIVECLUBSAISAI MOROW SOIREE SPECIALE ZOUK with NICHOLS from parisfree rose all lady info
607,ham,I mean say can not wait see u get bored bridgwater banter
608,ham,neva mind ok
609,ham,its fine imma get drink somethin want come find
610,spam,day kick for Euro U keep date late news result daily to remove send GET TXT stop
611,ham,its valentine game Send dis msg ur friend if answer r someone really love u Ques colour suit bestrply
612,ham,I many dependent
613,ham,THANX today CER it be nice catch up but WE AVE FIND MORE time MORE OFTEN oh well take care c U SOONC
614,ham,I call say himthen choose future
615,ham,happy valentine day I know early hundred handsome beauty wish so think finish auntie uncle st
616,ham,he like not v shock leh cos tell shuhui like tell leona also like dat almost know liao he got ask abt ur reaction lor
617,ham,for family happiness
618,ham,I come n pick Ì come immediately aft ur lesson
619,ham,let snow let snow this kind weather bring ppl together friendship grow
620,ham,Dear get ltgt dollar hi hi
621,ham,good word but word may leave u dismay many time
622,ham,make sure ALEX KNOWS his birthday be over in fifteen minute as far as YOURE CONCERNED
623,ham,sorry no get thing may pub later
624,ham,Nah straight bring bud drink something that s actually little useful straight cash
625,ham,haha good hear I m officially pay market th
626,ham,how many lick take get center tootsie pop
627,ham,yup thk r e teacher say make face look long Darren ask not cut short
628,spam,new TEXTBUDDY Chat horny guy ur area p Free receive search postcode gaytextbuddycom TXT one name
629,spam,today Vodafone number end select receive å£ award if number match call receive å£ award
630,ham,please do not say like hi hi hi
631,ham,thank u
632,ham,oh forwarded message I think send
633,ham,Got seventeen pound seven hundred ml ÛÒ hope ok
634,spam,dear Voucher Holder claim week offer pc go httpwwwetlpcoukexpressoffer TsCs apply stop text txt stop
635,ham,I n funny
636,ham,sweetheart hope not kind day have one load reason smile Biola
637,ham,when Ì login dat time Dad fetch Ì home
638,ham,what shower baby
639,ham,I askd u question hour its answer
640,ham,well imma definitely need restock thanksgiving Ill let know I m
641,ham,say kiss kiss can not sound effect he gorgeous man be not kind person need smile brighten day
642,ham,probably go to swing wee bit
643,ham,ya nice ready thursday
644,ham,Allo we brave bus take train triumph I mean weû÷re bÛ÷ham have jolly good rest week
645,ham,watch cartoon listening music amp eve go temple amp church what u
646,ham,do mind I ask happen you do not say uncomfortable
647,spam,PRIVATE your Account Statement show unredeemed S I M point Call Identifier Code expire
648,ham,no prob I send email
649,spam,you cash prize to claim call tc RSTM SW SS ppm
650,ham,that s cool sometimes slow gentle sonetime rough hard
651,ham,I m go to say no sorry I would normal start panic time Sorry be see Tuesday
652,ham,wait know wesley town I bet hella drug
653,ham,fine miss much
654,ham,do u get person story
655,ham,tell drug dealer get impatient
656,ham,Sun can not come earth send luv ray cloud can not come river send luv rain I can not come meet U send care msg U Gud evng
657,ham,you place man
658,ham,it do not make sense take unless free if need know wikipediacom
659,spam,premium phone service call
660,ham,under sea lay rock in rock envelope in envelope paper on paper word
661,ham,then mum repent
662,ham,sorry go home first daddy come fetch Ì later
663,ham,leave de Start Prepare next
664,ham,yes baby we study position kama sutra
665,ham,en chikku nange bakra msg kalstiyathen teacoffee
666,ham,Carlosll minute still need buy
667,ham,this pay ltDECIMALgt lakh
668,ham,have good evening ttyl
669,ham,do u receive msg
670,ham,Ho ho big belly laugh see ya tomo
671,spam,sms ac sun post HELLOYou seem cool
672,spam,get ur st RINGTONE FREE NOW Reply msg TONE Gr TOP tone phone every week å£ per wk opt send stop
673,ham,ditto and will not worry say anything anymore like say last night whatever want ill peace
674,ham,I ve get ltgt way I could pick
675,ham,I do not knw pa drink milk
676,ham,maybe say hi find get card great escape wetherspoon
677,ham,Piggy r u awake I bet ure still sleep I m go lunch
678,ham,cause I m not freaky lol
679,ham,miss call cause I yell scrappy Miss u can not wait u come home I m lonely today
680,ham,what hex place talk Explain
681,ham,ÌÏ log wat its sdrybi
682,ham,be xy go e lunch
683,spam,hi I m sue I year old work lapdancer I love sex Text live I m bedroom text SUE by TextOperator G da ppmsg
684,ham,I want ask Ì wait finish lect cos lect finish hour anyway
685,ham,have finish work yet
686,ham,every king be once a Crying Baby and every Great Building be once a Map not imprtant where U r today but where U Wil Reach TOMORW Gud ni
687,ham,DearMe cherthalain case u r come cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engage an holiday
688,ham,thank love but torch bold
689,spam,forward please call immediately urgent message wait
690,ham,be farm open
691,ham,sorry trouble u can buy d dad all big small sit n sun Thanx
692,ham,my sister law hope great month just say hey Abiola
693,ham,will purchase stuff today mail Do po box number
694,ham,ah poop look like ill prob send laptop get fix cuz gpu problem
695,ham,good good job I like entrepreneur
696,ham,Aight close still around alexs place
697,ham,meet corporation st outside gap Û see mind work
698,ham,Mum ask Ì buy food home
699,ham,Ku also do not msg reply msg
700,ham,how much r ì willing pay
701,ham,Sorry Ill call later
702,ham,what important prevent dehydration give enough fluid
703,ham,that s bit weird even suppose happen but good idea sure pub
704,ham,true deari sit pray evening feel soso smsd time
705,ham,I do not think I get away trek long family town sorry
706,ham,so wanna gym harri
707,ham,quite late lar Ard anyway wun b drivin
708,spam,to review keep fantastic Nokia NGage game deck Club Nokia go wwwcnupdatescomnewsletter unsubscribe alert reply word out
709,spam,mth half price Orange line rental late camera phone free have phone mth Call MobilesDirect free update orstoptxt tc
710,ham,Height Confidence all Aeronautics professor wer calld amp wer askd sit aeroplane Aftr sit wer tell dat plane ws make student dey hurried plane Bt do not move he saidif make student
